user_id,name,review_count,yelping_since,useful,funny,cool,fans,average_stars,compliment_hot,compliment_more,compliment_profile,compliment_cute,compliment_list,compliment_note,compliment_plain,compliment_cool,compliment_funny,compliment_writer,compliment_photos
eZzOmgzQO75ABKNwdU0LDw,Lisa,64,2010-12-01 13:07:48,146,47,67,10,3.79,4,1,0,0,0,0,9,2,2,2,0
xEQ20W2KZlAXod5qHhkG9g,Lynne,101,2009-07-01 16:18:36,210,63,71,7,3.97,12,5,1,0,0,11,7,8,8,4,0
_WXCpa1_9FVaTOngMpYpCg,Stephanie,90,2011-06-27 22:25:31,179,97,86,15,3.67,2,2,1,1,0,2,11,5,5,0,2
6IsVybwkd4CrpaIhutkpFQ,Julienne,388,2006-07-08 20:09:52,666,217,449,14,4.2,27,6,3,8,0,24,21,54,54,23,10
UpueMDfEfFaxfYcUlPCZhw,SiBelle,25,2009-06-08 04:54:43,109,12,12,5,4.46,0,0,1,1,0,1,1,1,1,1,1
MHOOd7OdaBy7JUZ7bcJ09w,Josh,142,2009-08-28 14:50:55,207,42,74,7,4.28,4,3,1,1,0,9,13,11,11,5,0
kQW-Yp5SeYj9TiKOoNSh4A,Ed,9,2009-08-28 03:31:37,32,12,2,3,2.33,0,0,0,0,0,0,0,0,0,1,0
egGrrv4SK4k20JKff4y3nQ,Jennifer,45,2007-06-24 23:09:03,119,23,27,3,3.6,1,1,0,0,0,0,0,4,4,1,0
diAY5mwVhMrkku0u2m-xUw,Jeff,180,2007-07-28 19:07:30,253,72,81,3,3.29,3,0,1,0,0,3,2,5,5,3,0
FINDrhwXOknNFbep1FB2ZA,Nadim,21,2011-04-02 19:17:35,45,124,16,1,3.14,0,1,0,0,0,1,2,1,1,1,0
4SrW-dgc3EcDtHfOE3Xz7w,John,149,2006-12-18 21:40:33,360,49,66,11,3.33,4,1,0,0,0,9,10,8,8,13,1
dgqxVR0JzESaRQJ_dvLFVg,Christie,135,2010-04-27 15:05:15,92,9,37,7,4.04,0,1,0,1,0,9,4,5,5,0,1
h_zNtv-xaksS1UY97CEEgQ,Sean,180,2011-10-20 19:30:20,100,44,82,25,4.53,2,0,0,0,0,1,5,2,2,0,1
KQ_gl2MqmlMM-qyeDtOWMA,Jessica,102,2006-12-01 00:42:41,121,81,92,5,3.35,6,0,0,1,3,2,2,2,2,0,1
KCR6R09YuGp8H4WR-JZY3g,Tim,83,2008-01-01 23:28:34,97,13,29,0,4.02,1,2,1,0,0,1,3,1,1,1,0
iF9Nm4SdFXNftTiNFAAwxg,Nee,81,2006-11-09 22:43:37,134,25,101,5,3.65,9,2,0,1,0,8,8,19,19,1,0
hfmsB0heBtvVnDSgl5Dz8g,Hide,25,2011-04-12 17:26:09,19,9,6,2,3.65,0,0,0,0,0,0,0,0,0,0,0
b4171y2RdzZ1HiNxobxxgA,Kimberly,97,2007-08-16 02:26:02,311,50,182,8,3.98,4,3,1,0,0,11,8,2,2,0,0
GIf_n2V6TnLj5OydIrJqUg,Kuanyu,598,2010-08-13 14:23:41,2148,1013,1292,65,4.12,78,14,3,4,14,73,169,214,214,134,74
_ShyLzKR9TBbfC6g1xu9yQ,Kat,210,2008-11-17 21:48:17,566,230,220,32,3.34,23,5,0,3,0,20,12,36,36,14,4
MT65fT216MAENAaY-SIV-g,Erin,152,2009-01-03 20:15:40,270,63,112,6,3.28,5,2,0,0,0,10,4,13,13,2,0
LdIMvVKUVDxjlaaa9p2W-A,Morgan,122,2010-04-21 02:58:50,92,23,37,6,4.02,0,0,0,0,0,1,0,2,2,2,0
Vjj_3CF0_Nwtj3XW7r3XWg,Matt,439,2006-11-30 23:19:35,868,390,538,48,3.71,63,12,4,3,6,50,60,145,145,30,11
YZhA9sNIBYz1h6tMlNMgJQ,Laura,80,2010-07-11 23:18:46,97,27,44,4,3.86,0,0,0,0,0,0,1,0,0,0,0
I1dKh4olStlU7i-hEi4_TQ,Irene,1426,2008-08-26 18:10:34,667,252,246,20,3.51,15,0,1,5,0,7,8,15,15,9,2
cOGbzvLV1MjtADrD7nkVHw,Clandestine Critic,101,2010-06-14 05:50:10,180,72,74,13,4.06,9,1,0,0,0,7,11,3,3,9,1
snfg5hrEoUVYwkD4IcKeuw,Christina,75,2008-12-30 17:20:18,202,52,53,8,4.17,4,1,1,0,0,1,1,5,5,2,1
bDPLmX6jmJXHn0KS2Z6ENA,Tien,133,2009-05-19 03:34:39,260,93,50,6,2.94,0,0,0,0,0,3,1,3,3,1,0
Pk5pWlKt7GkDUDtaSYb-NQ,Casey,628,2008-02-11 08:40:07,1612,501,1000,112,3.59,62,17,11,22,4,43,51,87,87,36,15
yIOl-otnaO9_bHUXS7wiUw,Samantha,14,2007-05-15 00:44:48,13,3,5,3,4.0,5,0,0,0,0,0,0,2,2,1,2
JRsH2jQg9F1Dtib3Zf_PRw,Melissa,502,2010-03-24 17:06:50,1122,239,510,49,3.8,27,8,1,1,2,43,38,51,51,22,6
887-WxTKfe6Tcj3o4nNcfQ,Laura,270,2007-01-26 19:43:07,860,341,465,60,3.77,75,10,10,12,1,20,38,73,73,59,28
7fZu8ud7JXFthU0jPxVf4g,Warren,1379,2009-07-19 23:43:30,2104,946,1347,58,3.59,16,9,7,3,2,13,64,49,49,41,4
bhkAHzv182SFnO8cByS9yQ,Chase,94,2011-12-08 02:49:40,182,80,54,2,3.94,0,1,0,0,0,3,4,3,3,4,0
U08FBOaRQCk-IAcHPAxzKA,Pauline,617,2008-04-10 03:48:01,2576,1476,1943,116,4.01,198,37,13,7,5,76,334,296,296,199,74
OlhNXWuNmmQiNDyWLtdReg,Chihee,141,2009-09-03 01:44:59,134,25,66,3,3.63,2,0,0,0,0,4,3,11,11,2,1
w1Nz-uhP69WsdE3Eib6UNQ,Raj,17,2010-12-05 08:22:06,14,0,2,0,3.56,0,0,0,0,0,0,0,0,0,0,0
g35P2UgyRK1ercs6rVkN1Q,Seve',244,2007-08-15 15:49:52,728,451,430,26,3.59,24,12,2,1,0,35,57,39,39,13,2
TKdpeMUFhEi_20tIfQiKvA,Jennifer,65,2010-02-17 18:15:09,54,15,16,5,3.82,1,2,0,2,0,2,5,3,3,0,0
jrNrrAahlrYrpuSbaIHnQw,Bruce,139,2010-03-29 22:57:43,100,31,39,2,3.85,0,2,0,0,0,6,4,3,3,0,0
rF66aR2Qx8j5YwoLHcA_sw,Little,19,2011-04-23 20:19:26,8,0,2,0,4.05,0,0,1,0,0,0,1,0,0,0,0
nNG07UXWFk6_KABfyu-flA,Kandra,56,2011-04-11 13:26:18,103,52,42,2,3.02,0,1,0,0,0,1,0,1,1,0,0
oCgXFRb3v4vO2Q0OVmPBkA,Trisha,61,2010-04-10 15:35:29,243,66,157,5,4.09,39,4,0,2,0,16,49,54,54,14,0
Rk8cEDA_oNuzI4NkKWSngQ,Kian,42,2009-01-02 04:41:19,70,11,18,3,4.23,0,0,0,0,0,0,0,2,2,1,0
KILReHgA6VVdZiedpC5PqA,Julie,359,2008-10-14 06:54:12,900,623,568,37,3.66,60,13,2,3,0,45,50,86,86,72,8
w8asgAHVIPwChI3v6MX_Pw,Michael,3,2007-10-24 01:13:02,2,0,0,6,5.0,0,0,1,0,0,0,0,0,0,0,0
XRdKJOXEJEggR3irDB8Zgg,Stacy,206,2007-10-05 23:36:20,1374,1035,1092,26,4.12,224,35,29,31,19,48,168,149,149,46,27
jqTa-RtGU26q3TFTmMZOAw,Wesley,218,2009-04-17 16:02:02,419,94,188,15,3.71,20,13,1,0,0,11,13,17,17,14,3
m-n_AHwndmHAgZIsu52kYA,Tracy,689,2007-12-30 08:55:20,2757,1007,1380,65,4.04,90,12,9,5,11,67,184,136,136,109,30
xgImyXxiv_u8HBue2ZuQyQ,Carl,16,2008-08-07 19:18:42,28,5,17,4,3.81,1,2,0,0,0,2,1,2,2,0,0
oVjEx-bNbs2JI1AzBIl_-g,Viraj,118,2010-07-05 23:32:52,140,16,33,7,3.88,3,1,0,0,0,4,2,6,6,2,1
YttDgOC9AlM4HcAlDsbB2A,Phil,4478,2009-09-02 15:30:08,48424,31201,40375,841,3.57,4059,264,289,143,155,2445,7202,5372,5372,1970,1177
Y2jaBiziIx5nd6xnzLZOUg,Ann,229,2010-01-07 14:38:24,223,45,77,14,4.07,6,1,1,2,4,6,10,7,7,6,0
_VXYhguttUTtP-ONRF9XqQ,David,225,2009-06-06 22:22:06,760,183,332,30,3.68,52,10,3,1,6,32,43,52,52,47,2
4RxTUFwMtAKFVw4AJ4TJZA,Alvina,378,2010-07-20 21:21:39,1077,382,743,77,4.26,84,18,5,4,0,56,94,120,120,36,82
rP--R1kPGdiFlQo_CP6LzA,Samantha,61,2008-11-19 23:50:34,99,38,64,6,4.1,1,1,1,0,0,4,2,8,8,1,2
68k6KMKuvArOWi8gyL6jlA,Patrick,145,2010-05-12 21:10:51,205,42,49,5,3.96,3,2,0,0,0,7,8,4,4,5,0
YBM0il-DPBz2xVwTZsPrUw,Clemente,68,2010-12-23 22:56:44,94,11,43,6,4.16,1,0,1,0,0,5,5,5,5,1,0
_fAA0-6SCc_O-oo6FfXBGg,Ritika,278,2009-09-08 01:19:18,697,319,417,26,4.1,13,4,3,6,3,19,34,27,27,25,3
DD2ykbrN0I0O9XT6mTofoQ,Samantha,20,2009-12-30 06:13:00,12,1,3,2,4.43,0,0,0,0,0,0,2,2,2,1,0
xUtEz47jIl-v34swwmjTZw,Tara,28,2010-06-12 21:17:34,13,1,2,2,4.71,0,0,0,0,0,0,1,0,0,0,0
c-O9MOXqpOBzoll5gIK2Nw,Adina,96,2010-05-21 22:32:10,162,55,41,4,4.01,1,0,0,0,0,4,8,1,1,0,0
tzCNZD_I-46eSHGpf3b9mQ,Celia,482,2010-02-26 17:12:06,1078,676,657,68,3.81,48,9,10,5,0,20,110,104,104,46,19
BBTFyjdgWSEdzhQFEQx65g,Monica,460,2008-03-18 20:34:55,665,407,379,15,3.45,54,4,3,10,1,6,28,58,58,9,3
AU0ifrgyuY2E1ukRqq2GVw,Khen,232,2009-12-21 07:31:14,297,216,150,14,3.67,42,1,1,1,0,31,26,21,21,9,0
5F_ASUSCHFf3YotkKioZ5w,Ellen,1261,2005-08-21 04:43:47,4406,2423,3098,171,3.96,497,39,23,106,21,230,399,569,569,116,40
Q503wfkVgYYRisTYSyWYww,Peter,485,2008-05-19 15:46:10,1729,952,1169,52,3.58,81,25,4,6,12,164,134,176,176,25,6
3ywXGq4PyUoR_XXDvK_RIA,Toni,729,2006-06-13 03:44:01,1875,689,1268,77,4.2,61,19,5,4,1,45,69,100,100,45,23
PNzuBqKFChne9VvUcKer1A,Kayla,167,2008-11-10 14:07:34,1168,963,802,66,3.81,215,20,7,32,5,81,92,215,215,46,24
Yjer78RnYr7OCzirgdcOaw,Louis,2157,2010-02-15 20:13:37,8507,11480,6845,414,4.18,734,119,75,79,35,1101,2589,1205,1205,234,176
W42E8JMyTLKI6FSU0Mau2A,Marcus,137,2010-07-29 15:24:48,202,75,79,12,3.8,1,1,5,0,0,9,10,1,1,4,4
fjrym7CX6prOoK04eet2WQ,Elizabeth,869,2009-04-04 02:20:50,1401,391,660,82,3.9,27,11,3,0,0,28,76,59,59,21,6
2SYFAGATQn96D8-FZNvaMw,Morgan,81,2010-09-13 18:21:01,121,31,46,4,3.89,3,4,2,0,0,4,4,2,2,2,1
RBgF_XQ-ynBVphso8_0Wwg,D,99,2008-03-15 18:18:25,359,89,171,8,3.59,1,1,0,1,0,7,8,16,16,4,0
LrUaSoIUldeRK6Uwx9v-3Q,Tara,197,2006-05-24 06:43:59,577,132,230,22,4.2,29,5,2,0,5,10,48,25,25,25,0
dWcoDh5fX1UQ4llbPG3kzg,Jonathan,171,2008-07-09 03:51:36,396,212,141,17,3.66,5,4,0,0,0,4,12,4,4,2,0
mnyFoEnL71PTC0VZSqrKUQ,Xine,42,2010-05-22 02:24:05,101,27,28,4,3.76,0,0,0,0,0,2,2,0,0,1,1
Dd3qsYRCalfO8zbx-ky9MA,M,12,2011-02-10 22:51:50,0,0,0,0,4.11,0,0,0,0,0,2,4,1,1,1,0
qVCGzJCDnjwut1dnHef2Og,Rew,700,2008-01-20 08:10:50,4915,2495,3772,132,4.24,284,13,21,13,3,242,615,581,581,213,111
-7q3rd8_NeMXnMGySFFpEg,Tara,303,2009-01-04 04:53:14,633,133,253,26,4.13,14,7,5,0,2,20,15,19,19,18,1
KXYRjdlgg-Gw7mwF22ZAJg,Dennis,450,2008-04-24 19:14:19,430,125,231,31,3.83,3,3,0,1,0,10,24,14,14,5,2
yKC1QUmOahoNyzsr9PvIaw,Ryan,103,2008-07-21 18:04:01,160,52,83,10,4.22,2,1,0,0,0,4,2,6,6,3,0
rQRljHQtNSdZlaEBqkUY5w,Natalie,684,2008-07-10 13:06:52,1165,215,401,61,3.79,33,7,6,4,1,26,31,28,28,47,3
MyygkD3dogiXoh8YE1yPsQ,Shellie,34,2011-03-09 18:21:06,51,6,4,0,4.46,0,0,0,0,0,4,3,2,2,1,0
IWxNILja-WvurTuJWJ4skA,Jeff,73,2010-11-19 18:05:16,181,164,90,2,4.05,4,2,0,0,0,9,7,7,7,7,0
27yOShtcWACpSYGLy6uXuQ,Huy,178,2010-04-23 05:10:16,320,125,103,14,3.49,5,1,0,0,0,4,5,3,3,2,0
AeBPINIRWWlCLGp0ozDnPg,Rosie,204,2010-05-23 05:58:08,331,73,151,15,3.58,12,1,1,2,0,5,11,14,14,7,5
Xlb-Hxrvkfyadnkmk5hrgw,MJ,467,2007-06-19 17:59:06,840,246,427,23,4.14,47,0,4,1,5,36,121,49,49,27,1
8bLpAi7Voe6oBHXIe72CrA,Miss,20,2010-04-12 00:57:35,94,29,21,5,3.0,1,1,0,0,0,2,4,1,1,0,0
r-H0xR52CjM2Trrkwvspew,Linh,252,2010-02-25 00:10:51,493,108,167,19,3.86,0,4,2,0,0,13,19,3,3,4,1
KGcyC9KXloxW_6YMG3V-Ng,Michael,305,2008-04-26 16:36:03,422,145,151,19,3.51,3,8,3,1,0,22,18,25,25,10,7
UA5-e4_EQ2T2ieKaq7c9jA,Jamie,249,2010-07-28 05:34:46,513,225,363,51,3.62,494,29,4,19,0,625,205,406,406,33,98
dlQk03MstQOBlwqVqMwx7A,Eric,167,2009-06-26 20:46:38,196,83,132,14,4.07,9,0,1,1,1,8,14,24,24,7,11
ZBLZIOrO3DZJzDFlFO-bJw,Carlos,1915,2007-08-19 15:33:28,6407,2598,4802,207,4.25,521,32,31,43,9,237,334,721,721,114,111
5UyQ-1mzlHZgAJDroaFl_A,Helen,73,2007-04-17 00:53:45,43,17,15,2,3.54,1,3,0,1,0,0,1,1,1,1,0
GCuDiPUKYxhgFHP5LqJa2Q,Gloria,1497,2007-04-22 00:47:02,3932,1033,2993,122,3.46,318,28,11,19,23,136,407,687,687,118,140
YEEFYBbBeCMFzlevZxS4dQ,Gina,63,2010-08-29 04:02:39,122,25,35,4,3.41,1,1,0,0,0,6,2,12,12,5,0
akVV8m8TdYgTrHw1PTsoaA,Yvette,148,2009-12-03 17:58:02,613,283,380,29,4.39,104,6,3,7,2,31,48,130,130,20,13
krs31wGmvy1OHr9556aWyg,Chris,8,2009-02-08 01:12:54,3,2,0,0,4.88,0,0,0,0,0,1,3,0,0,0,0
27wY36k_bVHmEbKoLkh1wg,Anne,397,2009-10-07 15:20:57,470,153,198,23,3.82,22,4,2,1,1,24,18,30,30,11,1
gh_RvEPwTMj5OXp8j9uePw,Sal,149,2007-09-06 08:17:50,445,253,200,19,2.6,1,4,0,0,0,9,15,13,13,12,3
Nu6dMbAr_-DN6QTqMHydmg,Mark,159,2008-11-16 17:49:11,226,61,59,5,3.58,4,1,0,0,0,7,8,6,6,5,0
XUTa_NN_R3SuCr9G2KVSug,James,65,2011-02-08 01:18:49,77,27,15,6,4.06,1,1,0,0,0,0,2,1,1,1,0
61ce4FxaAY3ty3oSMyV_jA,Sonya,16,2007-11-17 19:42:40,63,15,38,2,4.69,6,1,0,1,0,1,1,7,7,1,0
MbBhClrXyu8-Mk5wW5y8tg,Keith,565,2009-12-15 16:51:00,1437,776,895,32,3.36,21,4,5,0,2,24,32,42,42,16,9
BVKJF0OYYy9uqOEmEL37bw,Matt,1562,2007-02-02 19:34:47,1719,726,686,63,4.1,26,7,4,11,0,22,38,38,38,16,5
dgMe18c7zU5jk4TwSmIzVA,Tanya,381,2010-07-28 20:20:20,1642,642,1122,79,3.99,141,15,9,19,1,135,155,170,170,109,39
4uSjk1cryPttErTp6zwa3Q,Greg,66,2009-07-25 13:13:29,259,212,177,4,4.09,65,8,5,6,1,57,239,84,84,40,6
p-3grx8aw9eowG36jkouWA,Felicia,428,2009-08-26 01:36:41,497,71,237,27,4.41,4,2,0,1,0,14,6,13,13,10,2
9uOnN5KXHbo7CbpBlpfvZA,Tsvetana,41,2009-04-16 16:23:16,49,16,18,2,4.26,0,2,0,0,0,0,9,5,5,0,0
7T1twZ3FCo-i3GoF01Jcng,Danielle,70,2011-12-10 05:01:14,181,22,25,7,3.46,4,1,0,0,0,4,11,0,0,4,0
KFaUuuvfw-6rAbTzuYwU0g,Robert,851,2009-08-23 04:58:42,840,207,303,30,3.4,5,4,2,1,0,18,24,22,22,14,1
1a3YsqIbj4hVfKjyYZJbOg,JR,4,2011-06-09 21:07:23,19,2,4,0,3.67,1,0,0,0,0,4,1,0,0,1,0
zt4t1UxRzKOXlZiLLGPLJg,Nicholas,21,2010-07-26 23:11:14,21,7,6,0,4.05,1,0,0,0,0,1,1,0,0,0,0
vEaS9rNNjwjD0b7wBmNITg,Devon,37,2006-12-14 20:19:22,42,11,5,2,3.66,0,1,2,0,0,1,2,0,0,0,1
thNDNL_rr3VFo30IRDsBgA,Jenny,65,2010-09-03 19:52:58,140,10,44,12,3.75,9,2,2,1,0,4,13,6,6,4,1
Pf7FI0OukC_CEcCz0ZxoUw,Don,2403,2007-07-10 21:19:17,27066,16240,18953,963,3.93,1359,169,183,108,140,1384,4511,2801,2801,1019,261
dexn2UVHzkPITS1SYBjH_A,Bert,202,2007-05-08 20:55:07,1061,1136,791,27,3.76,47,6,1,6,1,28,54,68,68,12,5
O0LBte-WB_WNrZCBeSCRDg,Linny,463,2007-03-26 08:45:22,1708,1412,1473,65,4.11,246,20,13,41,17,82,128,255,255,50,27
-WsAXw5yO-d9_pxFCOMHSA,Sterling,93,2009-06-23 15:14:51,91,23,38,9,4.76,0,0,0,0,0,1,4,2,2,2,0
Jv_-hDAqAokmnVTVNLuNvg,Rob,5,2009-06-22 01:09:41,8,6,0,1,3.2,0,0,0,0,0,0,1,0,0,0,0
VFp9AYShu_C9T4QsHpM3yA,Jen,498,2010-11-08 19:03:09,785,167,280,26,3.91,42,3,0,2,6,31,42,20,20,36,2
j-q7j5VUPqywa0ngwltJfQ,Gene,17,2011-07-01 14:51:47,79,35,9,2,3.17,0,2,0,0,0,1,1,0,0,2,0
Z5wSVJOY5ibn5SjxmnVwSg,Nelson,73,2010-04-26 21:11:47,54,19,19,8,4.83,1,0,1,0,0,0,2,0,0,0,0
03clKAuW30_O8rETFBW-og,Jennifer,60,2008-04-25 21:58:05,135,17,79,7,4.12,3,3,1,0,0,3,1,0,0,1,0
QqNWTVl95CYsFI-3xxWbzQ,Jarod,285,2011-03-20 17:34:01,859,331,651,33,4.79,136,4,1,1,0,75,94,243,243,37,124
vYGQ25N53Xtkl8AezvmRTw,Lloyd,6,2010-08-19 00:58:48,2,0,0,0,3.5,0,1,0,0,0,1,0,0,0,0,0
Vc4QSYKAOf8NXriGXo919Q,Laurel,530,2011-08-29 02:35:29,1166,299,575,31,4.04,68,5,1,4,7,56,106,113,113,47,4
cR5vCtAQr5L2DOachX_aIA,Molly,2,2012-05-30 20:46:59,3,2,2,1,4.5,0,0,0,0,0,1,0,0,0,0,0
6FoxeLb7cx06bT5WMU82zQ,Natalie,76,2011-01-16 05:11:10,56,17,25,3,4.08,1,0,0,0,0,0,0,1,1,0,0
ds7B6mRJgP18mOvLISZpSg,dave,121,2006-10-13 19:14:46,271,79,158,16,3.98,6,2,1,1,2,10,6,12,12,3,0
JVKk_NbM6NjTiA9aKs2bUQ,Anne,327,2008-06-10 01:23:39,1159,684,969,21,3.62,113,12,4,13,2,32,162,243,243,47,14
ztAjPFZezR1Yd7syCQp60Q,Cire,716,2006-12-26 02:25:24,1659,796,730,48,3.08,109,8,2,4,0,55,75,116,116,55,24
LcBZt_bpU5CqwtDJwB3OCg,Lily,509,2009-01-01 07:28:52,2905,1208,1946,165,3.36,55,19,6,6,7,130,186,159,159,92,229
P3onMWiIYufwVxHhX7BKXQ,Brandi,163,2010-06-20 04:38:54,529,518,356,12,4.11,23,3,7,3,1,12,61,71,71,8,6
C5Avkksj5Iom9saQyoEM8w,Ashley,662,2009-02-20 17:13:47,1840,577,874,82,3.85,74,16,1,6,5,37,76,113,113,70,39
6mFjbA76IMGQdw7p7T6MQQ,Elle,368,2007-03-14 20:40:15,780,333,317,53,3.49,73,19,5,17,18,61,65,45,45,24,28
JqYv-hbSn25oJfudXbm3WQ,Wayne,412,2010-06-30 07:35:06,1289,724,827,25,3.52,226,13,7,7,0,187,423,454,454,41,108
Xxvz5g67eaCr3emnkY5M6w,Jen,2403,2007-12-25 23:12:22,4380,1504,1777,82,3.75,114,15,12,7,4,65,97,106,106,43,9
xqvAeGXOtCKd5z3b7kUauA,Kathi,269,2009-05-16 22:48:53,788,144,337,18,3.45,82,7,2,3,3,78,245,141,141,21,12
PB36fDH__57NKob_8bM5dw,Sara,13,2010-10-22 21:09:57,39,2,9,2,4.46,0,0,0,0,0,1,0,1,1,1,0
kdfnlAi3VPqAw64REgJh7w,Ali,264,2010-07-30 15:51:02,599,208,319,19,3.89,18,4,4,1,0,15,24,47,47,19,0
v_7lmS6pGGkq6n0X9EljIQ,Belly,1118,2009-10-15 15:57:38,6124,2888,3772,212,3.61,155,23,11,1,7,138,155,242,242,206,122
IvSuiHmpOqKtjx2d_kh9JA,Kimber,210,2010-04-23 20:27:31,330,74,106,4,3.81,2,2,2,0,0,11,4,3,3,1,1
QC8DJyAycjJsS9pTzCCrlQ,Kendall,160,2008-03-27 17:24:30,415,237,298,12,4.03,13,2,7,5,0,16,34,59,59,8,0
aGI_wfhcJ86DJ-67Lkty8g,Di,435,2009-12-22 21:48:20,1053,632,474,62,3.72,40,7,5,4,2,23,27,38,38,36,6
rTJ3EecGoQNbfFj7mqjDmw,Elizabeth,529,2009-03-18 03:49:43,796,189,296,37,3.74,24,7,4,2,1,20,32,31,31,28,13
e6awMCpyP6y6tt-Orua2hQ,Melissa,435,2008-03-20 00:52:41,1573,748,1065,64,3.5,150,12,9,24,4,87,287,220,220,52,31
De_SfVuDZZkfVRseOE5zMg,Harry,24,2008-12-14 03:27:17,66,26,44,2,3.33,1,1,0,0,0,2,1,2,2,1,0
8e4JERABKuhcNGH4uhRVHw,Robyn,336,2008-03-19 18:22:45,450,93,142,18,3.96,1,1,0,1,0,5,6,5,5,5,4
hjJULwAKSrz7jscP-e2u5A,Jesiree,125,2007-01-17 08:57:26,553,406,452,17,4.08,34,9,2,2,1,22,39,25,25,6,29
PcOmYz824970UY3v7W9lOA,cindy,78,2010-10-28 17:49:25,34,12,18,1,4.48,1,0,0,0,0,3,1,3,3,0,0
Ig2ttf1xX2Ihlm0nsykaTw,Ken,250,2006-03-30 17:39:11,776,248,261,28,3.82,6,6,2,0,0,19,24,15,15,17,9
qTjcvqkIszo2otqIxGmbKw,Bradey,105,2008-08-23 16:58:45,144,18,35,2,4.19,0,1,0,0,0,1,2,4,4,5,0
amI_rxESh1EPIVvMnyV4kA,Karissa,149,2009-05-06 22:40:55,221,53,71,3,3.68,2,1,1,0,0,3,5,7,7,2,4
bDwBtC0jk3is-qLFlxWGWw,Gabriel,196,2011-07-08 21:40:01,712,308,292,24,3.78,35,8,0,0,2,21,21,14,14,31,3
_NBVFt_RvD9fKceDT_9Hcw,Cerpin,39,2009-08-18 14:54:58,56,26,47,1,3.85,2,0,0,0,0,0,1,2,2,1,0
wB8ATiDKotKsP-jEPJgwtw,Chris,678,2009-06-18 02:09:35,1074,295,427,23,3.63,9,6,1,2,4,9,22,28,28,6,1
a19tRkiGNa2XD3bazeMjDg,Diana,76,2009-12-31 06:54:46,115,64,32,1,3.03,0,0,0,0,0,2,2,0,0,1,0
vzPTjVZG0-5MO7jGGeNwTw,Ferdinand,181,2007-11-08 00:24:58,473,413,231,19,3.04,5,6,1,2,1,13,13,16,16,4,2
WfVSrgBDH811lDU1nOg3Wg,Lyndsey,44,2009-12-15 21:55:34,274,234,196,10,3.91,59,10,3,4,0,37,45,57,57,23,8
VuVvH7Jun2eOwx_LmnOAmw,Pablo,15,2009-03-25 16:36:27,21,2,7,1,4.67,0,0,0,0,0,0,1,0,0,1,0
s8nkbQAlrVPfg1u4anGKtw,Kelly,1556,2009-03-09 23:51:27,16528,9955,11814,720,3.95,765,79,52,78,44,927,3544,1570,1570,584,176
HCcqHUiz4m1fYLORXBs5aQ,Kay,698,2006-04-27 16:24:35,1114,319,342,24,3.7,14,5,0,1,12,25,31,41,41,8,2
JTErzlUH2BKp0J4_CUQk9A,Bill,502,2007-09-29 23:11:07,2151,1296,1833,87,4.46,415,22,22,49,4,155,509,480,480,132,96
GmRcci8kgknB0cfq2cAOCw,Debra,541,2005-08-23 16:05:27,2101,1188,1199,84,3.83,440,34,35,84,22,266,346,351,351,122,74
vxZzibySSjksk76DS4sAvw,Ann,556,2008-07-18 19:16:53,1053,495,566,29,3.34,17,11,3,6,6,30,19,34,34,11,8
InxaL8hCQrs6XmLtbkcjSA,Josh,471,2010-01-02 03:31:55,2442,1282,1282,73,3.55,128,14,22,1,5,126,304,236,236,86,23
2BDPF8zEzxD18X5EXZgRbQ,Adrian,153,2009-09-16 21:34:09,120,16,40,7,4.18,0,0,0,0,0,1,4,2,2,2,0
j61qfV4YyMIImIpL4GdIuw,Ariela,145,2009-05-01 22:26:49,211,38,64,8,3.66,1,1,0,0,0,1,6,2,2,1,0
6TYsQaSKZaE3VI9bqQIDIA,Bret,434,2008-03-04 16:52:31,596,155,226,29,3.86,2,3,1,0,1,13,11,23,23,6,0
2G9534Zx7ph7y9k_QhbMOw,Serena,310,2007-11-26 18:07:10,1474,1075,1363,95,4.23,169,29,10,16,5,88,131,181,181,142,27
D8OtURAkS-36wfjKNpYOGw,Anthony,10,2010-11-13 00:10:51,21,1,10,0,3.9,0,1,0,0,0,0,1,0,0,0,0
buc5aSOSBM87v-6ugWEQiQ,Huong,97,2011-01-06 06:51:00,242,146,145,11,3.47,9,2,4,4,0,14,39,15,15,8,5
2rnlLLkHZ1elh0Mt1PefaQ,Kim,25,2010-01-20 14:40:36,54,13,12,0,3.33,0,0,0,0,0,0,0,1,1,3,0
cc45H2pn88yA6zCvAtidLw,Angela,272,2008-04-14 02:45:50,364,82,144,10,3.9,5,4,1,3,1,3,12,21,21,2,1
sZKadriadxttxHYGsv0U_A,Tom,71,2006-07-22 15:01:31,145,38,57,6,3.63,7,4,0,0,1,5,7,10,10,3,0
GXn4ZsasLKh0qZ5g3nIqcQ,Michael,631,2005-01-03 18:01:35,1202,1055,1158,99,3.83,144,19,9,46,12,107,67,216,216,33,16
-Y-GYdJZxf8MQ3Pp41FKlQ,Jill,19,2009-12-17 03:10:29,27,8,6,1,2.84,1,0,0,0,0,0,1,0,0,0,0
84HvpQDxcHWmbMDfs8IEYw,Chrissy,534,2007-05-16 18:41:55,2121,1180,1416,54,3.56,82,5,1,12,3,73,64,92,92,17,5
3WwWchm_bgK-ySj4w5yZ5Q,Bong,26,2010-10-31 01:52:36,4,2,5,0,3.0,0,1,0,0,0,0,0,0,0,0,0
